"newick","score","hash","truenet","net_hwdist","tree_hwdist","scorediff","h_search","h_est","ndisplayed","irep","irun","lindist","nind","nbiallelic","mutrate","net","paramid"
"(chimp:0.09382178131905962,(((((neanderthal_west:0.00017876238630246274,(neanderthal_east:0.0,#H3:0.0::0.020283302195990727):0.0020056272731887466):0.02721236085950694,(denisovan:0.015190908756453694)#H2:0.0::0.9864366774622854):0.006284453960686477,(((non_africa_west:0.0010684511461086696,non_africa_east:0.0030956838798120233):0.010482290591719384)#H1:0.0::0.5162161022640532,((africa_west:0.003910284252264705,(africa_east:7.463681222874254e-5,(#H1:0.0::0.4837838977359467)#H3:0.0::0.9797166978040093):0.006470445850356695):0.001650656614783792)#H4:0.0::0.5167031493157317):0.0011832055108123723):0.0017661448563579508,#H4:0.0::0.48329685068426825):0.09299479238041068,#H2:0.0::0.013563322537714683):0.0938217813190609);",9.19843994316373,"f685c12636ffd42adb0bf220ccd61bc2",FALSE,0,2,1.97959914790145,4,4,2,65,20,0,10,1e+05,1.25e-08,"fleg","10-0-1e+05-1.25e-08-fleg"
"(chimp:0.07137376031306215,((((((africa_west:0.003909715127593505,(africa_east:0.0019762417220914887,(((non_africa_west:0.0010682398665968565,non_africa_east:0.003095190617641852):0.010209728576971562)#H3:0.0::0.9901836885550861)#H2:0.0::0.6779494500132024):0.004568038948656275):0.002824165841303795)#H1:0.0::0.9906640814127713,#H2:0.0::0.32205054998679755):0.0,((neanderthal_west:0.0001787008700741488,(neanderthal_east:0.0,#H3:0.0::0.009816311444913906):0.0020052756440140005):0.027183980778950616,(denisovan:0.015204776792694628)#H4:0.0::0.9815476813321664):0.0058448320943943885):0.0697039591318341,#H4:0.0::0.018452318667833572):0.0706052746121215,#H1:0.0::0.009335918587228709):0.07137376031306202);",8.99975177678306,"b6846e5befa755dba55317b77eeb409d",FALSE,0,2,2.17828731428212,4,4,2,65,36,0,10,1e+05,1.25e-08,"fleg","10-0-1e+05-1.25e-08-fleg"
"(chimp:0.09400089358825259,((((#H1:0.0::0.20174119970845594,#H2:0.0::0.40996218806712104):0.0016287317017386412,((neanderthal_west:0.0001787178666874571,(neanderthal_east:0.0,#H3:0.0::0.009807055075535124):0.0020056714968100732):0.02721229715346448,(denisovan:0.015190828846705695)#H4:0.0::0.9864102030254447):0.0060960413250677106):0.0012968242361181355,((africa_west:0.003909894869129434,((((non_africa_west:0.0010684258875779543,non_africa_east:0.0030957032775295033):0.010185006912191328)#H3:0.0::0.9901929449244649)#H2:0.0::0.590037811932879,africa_east:0.0012950287345610087):0.005250381220529277):0.0016720986829261882)#H1:0.0::0.7982588002915441):0.09328941177450659,#H4:0.0::0.013589796974555333):0.09400089358825119);",9.16755057916488,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,2.0104885119003,4,4,2,65,36,0,10,1e+05,1.25e-08,"fleg","10-0-1e+05-1.25e-08-fleg"
"(chimp:0.13862752842669437,(((((africa_west:0.003723034452628392,(africa_east:0.0,#H4:0.0::0.4832962795923932):0.006827542650227628):0.0010589633555264102)#H1:0.0::0.6388639577880606,((neanderthal_west:0.0003826326240615159,(neanderthal_east:2.937236086917453e-21,#H3:0.0::0.08620033765370258):0.0016087255085347402):4.717656342695751e-5,#H2:0.0::0.21101575855779886):0.03433052455901071):0.002491901470387573,(denisovan:0.020052073687184608)#H2:0.0::0.7889842414422011):0.0,(#H1:0.0::0.3611360422119394,(((non_africa_west:0.0011138818363449728,non_africa_east:0.003127328406796886):0.01001245218482592)#H4:0.0::0.5167037204076068)#H3:0.0::0.9137996623462974):0.004771608052137615):0.13862752842664838);",8.24811821581036,"0e723a46c701065642e3e001d0f16ea8",FALSE,0,0,3.27825823145889,4,4,2,92,1,0,10,1e+05,1.25e-08,"fleg","10-0-1e+05-1.25e-08-fleg"
"(chimp:0.15005980378799755,(((denisovan:0.019513698691967143)#H2:0.0::0.5830844673056806,(((neanderthal_west:0.0001268183935903608,(neanderthal_east:0.0,#H4:0.0::0.029538790916601942):0.0018311081142812142):0.019758388494053262,#H2:0.0::0.41691553269431936):0.01500782315227315,((africa_west:0.004200046735225805,(#H1:0.0::0.48104373256543664,africa_east:0.0):0.006752039089774355):0.0019577022742091944)#H3:0.0::0.8778273885974841):0.0012218182866140395):1.939497435539931e-6,((((non_africa_east:0.0030742201022131723,non_africa_west:0.0013723843463709948):0.0073722839080736)#H4:0.0::0.9704612090833981)#H1:0.0::0.5189562674345634,#H3:0.0::0.12217261140251591):0.013075077662120887):0.1500598037880012);",8.67374337453675,"45b2500573a9a8ba3388b42f1e557cd9",FALSE,0,0,5.0191643810657,4,4,2,40,39,0.15,10,1e+05,1.25e-08,"fleg","10-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.13620462972162317,(((denisovan:0.020844412424321352)#H3:0.0::0.8087908218448192,((#H3:0.0::0.1912091781551808,((#H2:0.0::0.04440162751641996,neanderthal_east:2.0497083113327542e-20):0.0020748841069011636,neanderthal_west:8.108171386339166e-5):4.7958992810958125e-6):0.03493384724182127,((((((non_africa_west:0.0013605226394265973,non_africa_east:0.003317092409538451):0.009622074758238234)#H2:0.0::0.95559837248358)#H1:0.0::0.5023159272248389,africa_east:0.0):0.007047189795543787,africa_west:0.003912418865145803):0.0017302309651339544)#H4:0.0::0.7653574307096719):0.002081627026601508):1.1568870158149442e-21,(#H1:0.0::0.49768407277516113,#H4:0.0::0.23464256929032812):0.0104501295306085):0.13620462972162264);",6.72227390752171,"45b2500573a9a8ba3388b42f1e557cd9",FALSE,0,0,3.22192647885278,4,4,2,45,28,0.15,10,1e+05,1.25e-08,"fleg","10-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.1361955571509991,((denisovan:0.020842733816872006)#H3:0.0::0.807981009279993,((#H1:0.0::0.4966214085094848,#H4:0.0::0.18222141363293512):0.01339422724946816,((#H3:0.0::0.19201899072000705,((#H2:0.0::0.04446171581876135,neanderthal_east:0.0):0.0020749139529184935,neanderthal_west:8.109868593834588e-5):0.0001342488758615048):0.03494217349216179,((((((non_africa_west:0.0013604815769050179,non_africa_east:0.0033171476807199204):0.008963688625229246)#H2:0.0::0.9555382841812387)#H1:0.0::0.5033785914905152,africa_east:6.838326330394332e-6):0.007041196374129718,africa_west:0.003910447223487109):0.0017731502212108598)#H4:0.0::0.8177785863670649):0.001952272837053587):0.0):0.13619555715099937);",6.74641153428029,"38118a62079e2df765d364ece9187923",FALSE,0,0,3.1977888520942,4,4,2,45,28,0.15,10,1e+05,1.25e-08,"fleg","10-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.09163182637430921,(#H4:0.0::0.014049419822196721,(((africa_west:0.003909843283703026,((((non_africa_west:0.0013593301479474507,non_africa_east:0.0033155857549462217):0.01073307064452434)#H2:0.0::0.9770683060688001)#H1:0.0::0.7132149247122608,africa_east:0.002192577700546771):0.0048543791556776815):0.001958877124307331)#H3:0.0::0.6927650001184283,(((denisovan:0.016463339756181458)#H4:0.0::0.9859505801778032,(neanderthal_west:8.987172262124148e-5,(#H2:0.0::0.02293169393119987,neanderthal_east:0.0):0.0020642622439969393):0.028520153126334314):0.006486881686694855,(#H1:0.0::0.2867850752877392,#H3:0.0::0.30723499988157166):0.0008434401381126017):0.0006744844077684807):0.09088611801908124):0.09163182637431017);",6.85613413400769,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,3.08806625236679,4,4,2,45,28,0.15,10,1e+05,1.25e-08,"fleg","10-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.0716870063612556,(#H3:0.0::0.009709330794173831,(#H4:0.0::0.08394680547409941,(((denisovan:0.0164288098445905)#H3:0.0::0.9902906692058262,((#H2:0.0::0.02408971862491005,neanderthal_east:0.0):0.0020649556583713716,neanderthal_west:8.921059958711998e-5):0.028554753174700336):0.0014073758931736134,((#H1:0.0::0.07907665962136612,(((((non_africa_west:0.001359789007174239,non_africa_east:0.003315287372990466):0.010213034053566928)#H2:0.0::0.97591028137509)#H1:0.0::0.9209233403786339,africa_east:0.0032849878952828935):0.003760553966463605,africa_west:0.003912345943180625):0.0068765764291357084):5.766912421256094e-5)#H4:0.0::0.9160531945259006):0.06538559332297648):0.07125337670165459):0.0716870063612561);",6.96473180162453,"444c2ad1299d7b45e6aeba41d71ef392",FALSE,0,2,2.97946858474996,4,4,2,45,28,0.15,10,1e+05,1.25e-08,"fleg","10-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.10936065623986384,(((((#H3:0.0::0.498794580718106)#H2:0.0::0.9529003862513385,#H1:0.0::0.2114814646517038):0.006301762882025562,((neanderthal_west:0.00019281715078527367,(neanderthal_east:3.51556224545441e-19,#H2:0.0::0.04709961374866148):0.002178001469140155):0.03362218876650692,(denisovan:0.016852977504484747)#H4:0.0::0.9899954037599652):0.008288386068402341):0.0005413582487656186,((africa_west:0.0045211003161337105,(africa_east:0.0006067863212761583,((non_africa_east:0.0035385304650169627,non_africa_west:0.0014732089440895773):0.010939908298508688)#H3:0.0::0.501205419281894):0.00717254223297782):0.001951532488200199)#H1:0.0::0.7885185353482962):0.10879837066199324,#H4:0.0::0.010004596240034764):0.1093606562398579);",6.64743188856778,"40e4366dd88fff3c6924481f8e2fdfb0",FALSE,0,2,1.33306688940714,4,4,2,5,30,0.3,10,1e+05,1.25e-08,"fleg","10-0.3-1e+05-1.25e-08-fleg"
"(chimp:0.08069887346918085,((((((africa_west:0.0033951024811650432,(africa_east:0.0013092844753611517,((non_africa_east:0.0032507681667772754,non_africa_west:0.001496142367656126):0.011171150882237536)#H4:0.0::0.6108471196907249):0.005084153645737157):0.0011354750973304173)#H1:0.0::0.9900268597657366,(#H4:0.0::0.3891528803092751)#H3:0.0::0.9315480818287218):0.0010159154150557702,((neanderthal_west:0.000105402559675973,(neanderthal_east:0.0010892912675967356,#H3:0.0::0.06845191817127816):0.0011335737407202914):0.01742013826232245,#H2:0.0::0.327460691681729):0.01937662721256768):0.0016338392062282062,(denisovan:0.020070986279191946)#H2:0.0::0.672539308318271):0.08029518270765171,#H1:0.0::0.009973140234263433):0.08069887346927415);",10.6387759794575,"b66401d14d13e41dfd92363767147547",FALSE,0,0,2.15262317245175,4,4,2,13,18,0.3,10,1e+05,1.25e-08,"fleg","10-0.3-1e+05-1.25e-08-fleg"
"(((((#H1:0.0::0.24292520035412435,((((((non_africa_west:0.0010620206183939499,non_africa_east:0.0027053868658475973):0.008005448314704473)#H2:0.0::0.9867134743524447)#H1:0.0::0.7570747996458757,africa_east:0.002098408821348449):0.00417983875975157,africa_west:0.0033577105498753365):0.002762525222050796)#H4:0.0::0.9922228827362164):5.471754727061447e-5,(((#H2:0.0::0.01328652564755528,neanderthal_east:1.5478677490593042e-19):0.0017386480036834621,neanderthal_west:6.265283492750403e-5):0.02265824406804292,(denisovan:0.011488029475142854)#H3:0.0::0.9957079789416978):0.0046008779868743355):0.06452835495550963,#H3:0.0::0.004292021058302176):0.06471328926736789,#H4:0.0::0.007777117263783606):0.06517450808497191,chimp:0.06517450808497317);",8.60670457562521,"b6846e5befa755dba55317b77eeb409d",FALSE,0,2,0.898222190142809,4,4,2,20,7,0.3,10,1e+05,1.25e-08,"fleg","10-0.3-1e+05-1.25e-08-fleg"
"(chimp:0.20427895672464244,((((#H1:0.0::0.4912875617669884,((#H2:0.0::0.04005548333737974,neanderthal_east:0.0):0.0013166000233742004,neanderthal_west:0.00030274199442125593):0.014854827510129624):0.0073579042071547154,((#H3:0.0::0.3497469222385865)#H2:0.0::0.9599445166626203,#H4:0.0::0.3346247526182785):0.0015586428465861881):0.0012806085408544458,((africa_west:0.0026852582438746534,(africa_east:0.0012313992157087466,((non_africa_east:0.002085777231711853,non_africa_west:0.0008739300047967792):0.006751269750551766)#H3:0.0::0.6502530777614135):0.0037331344619265503):0.0009843120090869087)#H4:0.0::0.6653752473817215):0.001166833081412242,(denisovan:0.011641604553167694)#H1:0.0::0.5087124382330116):0.20427895672463764);",11.2239903476347,"40e4366dd88fff3c6924481f8e2fdfb0",FALSE,0,0,2.89587463983341,4,4,2,48,37,0.3,10,1e+05,1.25e-08,"fleg","10-0.3-1e+05-1.25e-08-fleg"
"(chimp:0.13606925631583072,((((africa_west:0.00445441478662808,(((non_africa_west:0.0010166335925761753,non_africa_east:0.002843530283158306):0.008795128149274533)#H2:0.0::0.6466289689262065,africa_east:0.0017610637239718497):0.00449187714281846):0.002013576206234238)#H1:0.0::0.6562862823626803,((#H1:0.0::0.3437137176373197,(#H2:0.0::0.35337103107379353)#H3:0.0::1.0):0.0016435449973872642,((neanderthal_west:0.0001480256468068278,(#H3:0.0::0.0,neanderthal_east:0.0008226247217889981):0.0008226247252164716):0.019863598084899056,(denisovan:0.019020443429418415)#H4:0.0::0.5984216462920664):0.008142505244168147):0.00354859560560193):0.0010188594721524673,#H4:0.0::0.4015783537079336):0.13606925631583236);",7.10405428872477,"40e4366dd88fff3c6924481f8e2fdfb0",FALSE,0,0,1.51566863042465,4,4,2,35,15,0.5,10,1e+05,1.25e-08,"fleg","10-0.5-1e+05-1.25e-08-fleg"
"(((((((africa_west:0.0032784096393268275,(africa_east:0.002757088597831313,((non_africa_east:0.003015999474510642,non_africa_west:0.0011275165900478596):0.009189562576119742)#H3:0.0::0.8374479346033301):0.003937252589241614):0.004053114253765085)#H1:0.0::0.9821069915068598,(#H3:0.0::0.16255206539666983)#H2:0.0::0.8420887844118751):2.2772789053587173e-5,((neanderthal_west:0.00023188850660353774,(neanderthal_east:0.002099265331310207,#H2:0.0::0.15791121558812493):0.0):0.030756677090264296,(denisovan:0.01551074198572194)#H4:0.0::0.9867605314365756):0.005888938756048952):0.0663805370398924,#H4:0.0::0.01323946856342444):0.06698190573221613,#H1:0.0::0.01789300849314024):0.06814795591515856,chimp:0.06814795591515856);",2.60976425787952,"b66401d14d13e41dfd92363767147547",FALSE,0,2,0.893095401900304,4,4,2,51,21,0.5,10,1e+05,1.25e-08,"fleg","10-0.5-1e+05-1.25e-08-fleg"
"(chimp:0.13512227779308852,(((((neanderthal_west:0.0002540736375529525,(neanderthal_east:0.002609405971380096,#H3:0.0::0.0894133245569903):0.0):0.00020224556200948492,#H1:0.0::0.1645468827054298):0.0386994377465397,((africa_west:0.003774757692874452,(africa_east:0.001899061542725884,((non_africa_east:0.003000101991137667,non_africa_west:0.0012831505501435657):0.009686244246839157)#H4:0.0::0.6624079741617988):0.004171208986748214):0.0009700512024687514)#H2:0.0::0.6232249984125391):0.0018761505958312078,(denisovan:0.02223827740398149)#H1:0.0::0.8354531172945702):0.0,((#H4:0.0::0.33759202583820125)#H3:0.0::0.9105866754430096,#H2:0.0::0.3767750015874609):0.004026143598636861):0.13512227779258762);",10.180298945021,"0e723a46c701065642e3e001d0f16ea8",FALSE,0,0,-1.08303565895148,4,4,2,52,37,0.5,10,1e+05,1.25e-08,"fleg","10-0.5-1e+05-1.25e-08-fleg"
"(chimp:0.05742340150626369,(#H1:0.0::0.010828114054077354,(((((africa_west:0.004169790505161243,(africa_east:0.003075971948395289,(((non_africa_west:0.0012957566150256113,non_africa_east:0.003511604450126771):0.010723335393346752)#H2:0.0::0.7852432817701642)#H3:0.0::0.9791247429197569):0.0046089732823102105):0.0035177097332323923)#H1:0.0::0.9891718859459226,#H2:0.0::0.21475671822983583):1.3311733442280057e-6,((neanderthal_west:0.0004370215983586122,(neanderthal_east:0.0014425144802177774,#H3:0.0::0.02087525708024307):0.0):0.0247390298758009,(denisovan:0.014096281527152293)#H4:0.0::0.9850784370957572):0.00546065491516936):0.05628398916453494,#H4:0.0::0.014921562904242847):0.05683465645656112):0.05742340150472504);",9.11324775150018,"1d09126ff1ba66a08b677b52782bfe13",FALSE,0,2,2.64927782371522,4,4,2,91,34,0.5,10,1e+05,1.25e-08,"fleg","10-0.5-1e+05-1.25e-08-fleg"
"(chimp:0.14945991858646177,((((#H2:0.0::0.46388907255298995,((africa_west:0.0016532579831739602,((((non_africa_east:0.001227873365820598,non_africa_west:0.0005242713143983465):0.0039406390299332366)#H1:0.0::0.9882606037997592)#H2:0.0::0.53611092744701,africa_east:0.00019588793055164602):0.00210005408668257):0.000437346297409877)#H3:0.0::0.9979931880006087):0.0,((denisovan:0.004268221066280021)#H4:0.0::0.9986401629149072,(neanderthal_west:0.00011585595944346587,(#H1:0.0::0.011739396200240807,neanderthal_east:0.0):0.00043941018823214064):0.00834202637854588):0.0029670737845932525):0.14908395414182082,#H3:0.0::0.0020068119993912935):0.14943055366378902,#H4:0.0::0.0013598370850928009):0.14945991858646163);",19.1329164181303,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,74.1384917098803,4,4,2,24,17,0.7,10,1e+05,1.25e-08,"fleg","10-0.7-1e+05-1.25e-08-fleg"
"(chimp:0.1985976507644336,(#H4:0.0::0.002075474164962343,(((africa_west:0.001655488794679568,((((non_africa_west:0.000525231875681613,non_africa_east:0.0012310663114963765):0.003907734826024053)#H2:0.0::0.9880340164010883)#H3:0.0::0.5830192179983111,africa_east:0.00036085126719774687):0.0019413264150236083):0.000282084840149367)#H1:0.0::0.5995020464355771,(((neanderthal_west:0.00011611940746190388,(#H2:0.0::0.011965983598911689,neanderthal_east:0.0):0.0004405013227500928):0.008359836018921676,(denisovan:0.004280954449860992)#H4:0.0::0.9979245258350377):0.0029106851117575235,(#H1:0.0::0.40049795356442286,#H3:0.0::0.41698078200168887):0.0):0.0006327628889558108):0.19851738351538933):0.19859765076443672);",24.3254912841306,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,68.94591684388,4,4,2,24,26,0.7,10,1e+05,1.25e-08,"fleg","10-0.7-1e+05-1.25e-08-fleg"
"(chimp:0.144073882064421,(#H1:0.0::0.007458457399133311,((((neanderthal_west:0.000295550480305992,(neanderthal_east:0.0014468708173858255,#H3:0.0::0.09065065630395774):0.00020148547467270145):0.026281790885291003,(denisovan:0.012231337765065891)#H1:0.0::0.9925415426008667):0.0,(((africa_west:0.003650932486924624,(africa_east:0.001915690284281997,((non_africa_west:0.001254923995788831,non_africa_east:0.0030699207404520663):0.01004067490166289)#H4:0.0::0.6717555022134247):0.004406716054218875):0.0010039915509491295,(#H4:0.0::0.3282444977865753)#H3:0.0::0.9093493436960423):0.0043423477952728865)#H2:0.0::0.5884815696663231):0.017368683994551815,#H2:0.0::0.41151843033367685):0.14415113737039195):0.14407388206475782);",7.39520285131052,"303cf4f2ad80e93233256f70cc5b6eac",FALSE,0,2,-0.458479096671433,4,4,2,81,35,0.7,10,1e+05,1.25e-08,"fleg","10-0.7-1e+05-1.25e-08-fleg"
"(((((((neanderthal_east:0.0,#H3:0.0::0.07569169619246426):0.0026545254368368462,neanderthal_west:0.0007283570284049627):6.046690769787711e-5,#H1:0.0::0.19319497835534616):0.05239601065301313,(((africa_east:0.0,#H2:0.0::0.4888268778174686):0.010184888494594627,africa_west:0.006122057140715256):0.0021051486003371127)#H4:0.0::0.8082770737183299):0.002021392408867717,(denisovan:0.02981366234974735)#H1:0.0::0.8068050216446538):6.571906066148912e-23,((((non_africa_east:0.004291104737621128,non_africa_west:0.002103590956305641):0.014106275979144173)#H2:0.0::0.5111731221825314)#H3:0.0::0.9243083038075357,#H4:0.0::0.1917229262816701):0.01396460222153296):0.2125649392834257,chimp:0.21256493928341752);",4.57902737387397,"0e723a46c701065642e3e001d0f16ea8",FALSE,0,0,-0.226532352619441,4,4,2,25,44,0,2,1e+05,1.25e-08,"fleg","2-0-1e+05-1.25e-08-fleg"
"(chimp:0.1460562682827906,(#H1:0.0::0.04096925817800823,((((#H4:0.0::0.21954400521465958)#H3:0.0::0.9019056085208832,((africa_west:0.006096448406828649,(africa_east:0.0039467601992654285,((non_africa_west:0.0018398454066446827,non_africa_east:0.004071403992483841):0.014764519287320433)#H4:0.0::0.7804559947853404):0.005938125637380472):0.004025712815728741)#H1:0.0::0.9590307418219918):0.00398157346655499,((neanderthal_west:0.0009491554100454047,(neanderthal_east:0.002066251969450185,#H3:0.0::0.0980943914791168):0.0006210581581070189):0.022570928447807947,#H2:0.0::0.20974306903722564):0.023826485334180206):0.0015244791551983913,(denisovan:0.026188584880972445)#H2:0.0::0.7902569309627744):0.142224581256547):0.1460562682805835);",6.47046261037477,"b66401d14d13e41dfd92363767147547",FALSE,0,0,0.16425413696017,4,4,2,92,1,0,2,1e+05,1.25e-08,"fleg","2-0-1e+05-1.25e-08-fleg"
"(chimp:0.15567980883550492,(((((denisovan:0.02197149409769272)#H2:0.0::0.9883516840307269,(neanderthal_west:0.0009412052609173558,(neanderthal_east:0.0,#H4:0.0::0.018629466918425264):0.002970920078674407):0.03866753043983851):0.00807939059877035,(#H1:0.0::0.17391971166169695,#H3:0.0::0.4504235123407929):0.0):0.0020846079191828774,(((africa_east:0.0,(((non_africa_west:0.0016289478475514753,non_africa_east:0.003374184563677197):0.014516513809044222)#H4:0.0::0.9813705330815747)#H3:0.0::0.5495764876592071):0.00911080385000544,africa_west:0.004847149941781522):0.0017840696922975686)#H1:0.0::0.826080288338303):0.1544160929935774,#H2:0.0::0.011648315969273071):0.15567980883548405);",6.87206985562083,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,0.121175351214633,4,4,2,34,41,0.15,2,1e+05,1.25e-08,"fleg","2-0.15-1e+05-1.25e-08-fleg"
"(chimp:0.08624668939621244,(#H1:0.0::0.0012891446702114617,(((((africa_west:0.006510584082306701,(africa_east:0.002169178725099968,(((non_africa_west:0.001229673022955935,non_africa_east:0.006225055247607198):0.01848371763202525)#H4:0.0::0.9738142872950541)#H3:0.0::0.6426251747049807):0.008723469692101514):0.002551720042321022)#H1:0.0::0.9987108553297885,#H3:0.0::0.35737482529501924):0.0002736705045286545,((neanderthal_west:0.0,(neanderthal_east:0.0,#H4:0.0::0.02618571270494585):0.003775669158167558):0.044310965422483035,(denisovan:0.025807982094159933)#H2:0.0::0.9870355354913833):0.011198894143554532):0.08511461158198463,#H2:0.0::0.012964464508616658):0.08616173972739971):0.08624668939623314);",6.99119483791872,"b6846e5befa755dba55317b77eeb409d",FALSE,0,2,0.276720782973062,4,4,2,38,17,0.3,2,1e+05,1.25e-08,"fleg","2-0.3-1e+05-1.25e-08-fleg"
"(chimp:0.11480329298128342,((((#H1:0.0::0.09671602034474266,#H3:0.0::0.4825015603311606):0.008981075213532233,((neanderthal_west:0.0,(neanderthal_east:4.323917604271347e-25,#H4:0.0::0.026181589023430152):0.00377569645540774):0.044348649619032954,(denisovan:0.025777461031605876)#H2:0.0::0.9903100481659242):0.011221123315439946):0.0001830362896540031,((africa_west:0.006508958253599877,(africa_east:5.569762124568459e-5,(((non_africa_west:0.0012296428947206161,non_africa_east:0.006225195708003846):0.017251878923419745)#H4:0.0::0.9738184109765698)#H3:0.0::0.5174984396688393):0.010837277790714063):0.0025347705646093337)#H1:0.0::0.9032839796552573):0.11390651783651246,#H2:0.0::0.009689951834075838):0.1148032929812918);",6.9934659927095,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,0.274449628182277,4,4,2,38,17,0.3,2,1e+05,1.25e-08,"fleg","2-0.3-1e+05-1.25e-08-fleg"
"(chimp:0.11796961277209807,(((((((non_africa_east:0.004478790997820547,non_africa_west:0.0018371739624791711):0.014606142685444395)#H3:0.0::0.9806374861481174)#H1:0.0::0.5898489873158662,(((#H1:0.0::0.4101510126841338,africa_east:1.843829185329835e-5):0.01032120735607958,africa_west:0.007055431206585799):0.002111325059103286)#H2:0.0::0.5885498067619837):0.0042772029473500135,((neanderthal_west:0.00016759773735292475,(neanderthal_east:0.0038258170554288143,#H3:0.0::0.019362513851882583):0.0):0.04911871562818422,(denisovan:0.02037107801520116)#H4:0.0::0.9873478015955394):0.009629092673241581):0.0036443470339048174,#H2:0.0::0.4114501932380163):0.11662198160763218,#H4:0.0::0.012652198404460583):0.11796961277205655);",8.20817932032646,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,0.080640998332564,4,4,2,84,46,0.5,2,1e+05,1.25e-08,"fleg","2-0.5-1e+05-1.25e-08-fleg"
"(chimp:0.1449883453053715,(((((neanderthal_west:0.000366228297487983,(neanderthal_east:0.0009474000750940143,#H3:0.0::0.02087767507309679):0.002124734809377542):0.05131224005606141,(denisovan:0.026143348340275156)#H1:0.0::0.9909668201009514):0.011807291028734379,(#H2:0.0::0.4290575188945774,((africa_west:0.007225854763406934,((((non_africa_east:0.006766397711298814,non_africa_west:0.0027771241831184477):0.02067976363505771)#H3:0.0::0.9791223249269032)#H2:0.0::0.5709424811054227,africa_east:8.447314738062507e-6):0.01314390262769963):0.004086177501957334)#H4:0.0::0.5233907762513793):0.002438238372272409):0.001403362121556358,#H4:0.0::0.4766092237486207):0.1440649958752462,#H1:0.0::0.009033179899048616):0.1449883453051723);",10.9622770266903,"fbdd199eafbcfcee4cc451783c727dbf",FALSE,0,2,0.170484246354981,4,4,2,21,4,0.7,2,1e+05,1.25e-08,"fleg","2-0.7-1e+05-1.25e-08-fleg"
"(chimp:0.09142507066861831,(((((#H3:0.0::0.37156221799846156)#H1:0.0::0.9296723023560438,((africa_west:0.004356638480439469,(africa_east:0.0019868848527374826,((non_africa_west:0.0016885221360634442,non_africa_east:0.002956912928965723):0.010066351063827608)#H3:0.0::0.6284377820015384):0.0041779943729781865):0.0009022443275653507)#H4:0.0::0.9935585184324411):0.001749978386009571,(((#H1:0.0::0.07032769764395619,neanderthal_east:0.0008425873843351076):0.0014829391563119007,neanderthal_west:0.00022412336259911936):0.014833712784116517,#H2:0.0::0.33880508393659453):0.017155574426871243):0.0018309836252312199,(denisovan:0.018684562095971798)#H2:0.0::0.6611949160634054):0.09108513640489017,#H4:0.0::0.00644148156755886):0.09142507066862056);",6.52836608074343,"b66401d14d13e41dfd92363767147547",FALSE,0,0,2.02911055091848,4,4,2,1,16,0,10,10000,1.25e-08,"fleg","10-0-10000-1.25e-08-fleg"
"(chimp:0.10579372493174033,(((((neanderthal_west:0.0003630567260833333,(neanderthal_east:0.0,#H4:0.0::0.021247965023111215):0.003464045093341331):0.05051297600990518,(denisovan:0.02667110494386384)#H2:0.0::1.0):0.006745911819451754,(((africa_west:0.004524773696453667,(africa_east:0.003893858604940245,(((non_africa_west:0.0019373865806775526,non_africa_east:0.004270621188316964):0.016603185942506805)#H4:0.0::0.9787520349768888)#H3:0.0::0.8374878226474867):0.0066715844836482165):0.006325686073165165)#H1:0.0::0.9883021231661604,#H3:0.0::0.16251217735251333):9.76567806310663e-6):0.10467747642242622,#H2:0.0::0.0):0.1046774764246038,#H1:0.0::0.011697876833839613):0.10579372492948164);",7.86689411019184,"b6846e5befa755dba55317b77eeb409d",FALSE,0,2,0.113865686437136,4,4,2,46,28,0.15,2,10000,1.25e-08,"fleg","2-0.15-10000-1.25e-08-fleg"
"((((((neanderthal_west:0.00022025560718337637,(neanderthal_east:0.0016842458175055318,#H4:0.0::0.1506994851371808):0.0006026896321527673):0.03393673927979855,(denisovan:0.017256283564647232)#H3:0.0::0.9820787827572567):0.008499711498918061,(#H2:0.0::0.18400394324481834,(#H1:0.0::0.3473514143421822)#H4:0.0::0.8493005148628192):0.006541207459654585):0.002106403582285808,((africa_west:0.004864685654940399,(((non_africa_west:0.0015116282363928533,non_africa_east:0.003397290444696389):0.012947516112879191)#H1:0.0::0.6526485856578178,africa_east:0.0011888906532553638):0.00661208577179956):0.00145885427339911)#H2:0.0::0.8159960567551816):0.09125999420079121,#H3:0.0::0.017921217242743315):0.09195822949859907,chimp:0.09195822949859742);",6.31536193233032,"40e4366dd88fff3c6924481f8e2fdfb0",FALSE,0,2,0.65729856582673,4,4,2,80,21,0.15,10,10000,1.25e-07,"fleg","10-0.15-10000-1.25e-07-fleg"
