"irep","paramid","h_search","lindist","nind","net","mutrate","nbiallelic","ngraphs","min_nethw","atleastonehashmatch","min_treehw","max_ndisplayed","mean_ndisplayed","relativell"
29,"1-0.7-10000-1.25e-08-fleg",1,0.7,1,"fleg",1.25e-08,10000,119,6,FALSE,0,2,0.546218487394958,2.17820368062291
29,"1-0.7-10000-1.25e-08-fleg",4,0.7,1,"fleg",1.25e-08,10000,6967,6,FALSE,0,2,0.421415243289795,10.5107226259899
29,"1-0.7-1e+05-1.25e-07-fleg",0,0.7,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-18.0867434410047
29,"1-0.7-1e+05-1.25e-07-fleg",1,0.7,1,"fleg",1.25e-07,1e+05,66,6,FALSE,0,2,0.606060606060606,-5.05071930793732
29,"1-0.7-1e+05-1.25e-07-fleg",4,0.7,1,"fleg",1.25e-07,1e+05,2042,4,FALSE,0,2,0.767874632713026,15.0820779938115
29,"1-0.7-1e+05-1.25e-08-fleg",0,0.7,1,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-28.5099666887169
29,"1-0.7-1e+05-1.25e-08-fleg",1,0.7,1,"fleg",1.25e-08,1e+05,34,6,FALSE,0,2,0.794117647058823,-10.4485308621605
29,"1-0.7-1e+05-1.25e-08-fleg",4,0.7,1,"fleg",1.25e-08,1e+05,3995,6,FALSE,0,2,0.466833541927409,7.86107865071572
29,"10-0-10000-1.25e-07-fleg",0,0,10,"fleg",1.25e-07,10000,5,12,FALSE,0,1,0.4,-1.21478949241833
29,"10-0-10000-1.25e-07-fleg",1,0,10,"fleg",1.25e-07,10000,117,6,FALSE,0,2,0.923076923076923,6.37818687607556
29,"10-0-10000-1.25e-07-fleg",4,0,10,"fleg",1.25e-07,10000,6907,8,FALSE,0,2,0.772694368032431,14.7935690472278
29,"10-0-10000-1.25e-08-fleg",0,0,10,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-5.37828708855793
29,"10-0-10000-1.25e-08-fleg",1,0,10,"fleg",1.25e-08,10000,170,6,FALSE,0,2,0.641176470588235,2.10020383130006
29,"10-0-10000-1.25e-08-fleg",4,0,10,"fleg",1.25e-08,10000,8178,8,FALSE,0,2,0.408290535583272,9.39294540605436
29,"10-0-1e+05-1.25e-07-fleg",0,0,10,"fleg",1.25e-07,1e+05,5,12,FALSE,0,1,0.4,-123.10206153186
29,"10-0-1e+05-1.25e-07-fleg",1,0,10,"fleg",1.25e-07,1e+05,5,6,FALSE,2,1,1,-7.17171319647223
29,"10-0-1e+05-1.25e-07-fleg",4,0,10,"fleg",1.25e-07,1e+05,1646,6,FALSE,0,2,0.680437424058323,13.8501290794531
29,"10-0-1e+05-1.25e-08-fleg",0,0,10,"fleg",1.25e-08,1e+05,5,12,FALSE,0,1,0.4,-115.355912401807
29,"10-0-1e+05-1.25e-08-fleg",1,0,10,"fleg",1.25e-08,1e+05,5,6,FALSE,2,1,1,-14.6827420411055
29,"10-0-1e+05-1.25e-08-fleg",4,0,10,"fleg",1.25e-08,1e+05,574,4,FALSE,0,2,1.40418118466899,18.3131681641726
29,"10-0.15-10000-1.25e-07-fleg",0,0.15,10,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-14.3193642542758
29,"10-0.15-10000-1.25e-07-fleg",1,0.15,10,"fleg",1.25e-07,10000,40,8,FALSE,0,2,0.55,-0.297541111863351
29,"10-0.15-10000-1.25e-07-fleg",4,0.15,10,"fleg",1.25e-07,10000,6657,6,FALSE,0,2,0.286765810425116,8.89956703932082
29,"10-0.15-10000-1.25e-08-fleg",0,0.15,10,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-6.7340731986231
29,"10-0.15-10000-1.25e-08-fleg",1,0.15,10,"fleg",1.25e-08,10000,119,6,FALSE,0,2,0.899159663865546,1.41228955270336
29,"10-0.15-10000-1.25e-08-fleg",4,0.15,10,"fleg",1.25e-08,10000,7269,2,FALSE,0,2,0.817031228504609,9.09447526753934
29,"10-0.15-1e+05-1.25e-07-fleg",0,0.15,10,"fleg",1.25e-07,1e+05,5,12,FALSE,0,1,0.4,-79.9765977360487
29,"10-0.15-1e+05-1.25e-07-fleg",1,0.15,10,"fleg",1.25e-07,1e+05,5,6,FALSE,2,1,1,-12.1286259705874
29,"10-0.15-1e+05-1.25e-07-fleg",4,0.15,10,"fleg",1.25e-07,1e+05,388,6,FALSE,0,2,1.03865979381443,16.9173572150908
29,"10-0.15-1e+05-1.25e-08-fleg",0,0.15,10,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-84.8653184676238
29,"10-0.15-1e+05-1.25e-08-fleg",1,0.15,10,"fleg",1.25e-08,1e+05,5,6,FALSE,2,1,1,-8.76165718938901
29,"10-0.15-1e+05-1.25e-08-fleg",4,0.15,10,"fleg",1.25e-08,1e+05,1721,6,FALSE,0,2,1.01801278326554,5.63290257834483
29,"10-0.3-10000-1.25e-07-fleg",0,0.3,10,"fleg",1.25e-07,10000,5,12,FALSE,0,1,0.4,-15.233422176855
29,"10-0.3-10000-1.25e-07-fleg",1,0.3,10,"fleg",1.25e-07,10000,56,6,FALSE,0,2,0.553571428571429,-2.20702788957903
29,"10-0.3-10000-1.25e-07-fleg",4,0.3,10,"fleg",1.25e-07,10000,6553,4,FALSE,0,2,0.648710514268274,3.92226942018088
29,"10-0.3-10000-1.25e-08-fleg",0,0.3,10,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-11.7903200376412
29,"10-0.3-10000-1.25e-08-fleg",1,0.3,10,"fleg",1.25e-08,10000,67,6,FALSE,0,2,0.656716417910448,-0.868020799529189
29,"10-0.3-10000-1.25e-08-fleg",4,0.3,10,"fleg",1.25e-08,10000,5678,4,FALSE,0,2,0.701655512504403,6.15305324077526
29,"10-0.3-1e+05-1.25e-07-fleg",0,0.3,10,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-104.76332728938
29,"10-0.3-1e+05-1.25e-07-fleg",1,0.3,10,"fleg",1.25e-07,1e+05,5,8,FALSE,2,1,0.8,-3.4676139028203
29,"10-0.3-1e+05-1.25e-07-fleg",4,0.3,10,"fleg",1.25e-07,1e+05,1337,8,FALSE,0,2,0.655946148092745,23.0932045979291
29,"10-0.3-1e+05-1.25e-08-fleg",0,0.3,10,"fleg",1.25e-08,1e+05,5,12,FALSE,0,1,0.4,-96.0791339254924
29,"10-0.3-1e+05-1.25e-08-fleg",1,0.3,10,"fleg",1.25e-08,1e+05,5,6,FALSE,2,1,1,-9.5479073469416
29,"10-0.3-1e+05-1.25e-08-fleg",4,0.3,10,"fleg",1.25e-08,1e+05,1473,4,FALSE,0,2,1.30617786829599,9.92403670373464
29,"10-0.5-10000-1.25e-07-fleg",0,0.5,10,"fleg",1.25e-07,10000,5,12,FALSE,0,1,0.4,-13.6410926728801
29,"10-0.5-10000-1.25e-07-fleg",1,0.5,10,"fleg",1.25e-07,10000,23,8,FALSE,2,1,0.565217391304348,2.27257200080772
29,"10-0.5-10000-1.25e-07-fleg",4,0.5,10,"fleg",1.25e-07,10000,5670,6,FALSE,0,2,0.484656084656085,11.4167225797188
29,"10-0.5-10000-1.25e-08-fleg",0,0.5,10,"fleg",1.25e-08,10000,5,12,FALSE,0,1,0.4,-10.1999295777952
29,"10-0.5-10000-1.25e-08-fleg",1,0.5,10,"fleg",1.25e-08,10000,59,6,FALSE,0,2,0.949152542372881,0.130653860926401
29,"10-0.5-10000-1.25e-08-fleg",4,0.5,10,"fleg",1.25e-08,10000,4165,4,FALSE,0,2,0.814165666266507,8.44873107120178
29,"10-0.5-1e+05-1.25e-07-fleg",0,0.5,10,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-100.470839105856
29,"10-0.5-1e+05-1.25e-07-fleg",1,0.5,10,"fleg",1.25e-07,1e+05,9,8,FALSE,2,1,0.666666666666667,-15.3719770255753
29,"10-0.5-1e+05-1.25e-07-fleg",4,0.5,10,"fleg",1.25e-07,1e+05,269,2,FALSE,0,2,1.07063197026022,27.7024900262266
29,"10-0.5-1e+05-1.25e-08-fleg",0,0.5,10,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-66.4596583136914
29,"10-0.5-1e+05-1.25e-08-fleg",1,0.5,10,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-13.6399024797973
29,"10-0.5-1e+05-1.25e-08-fleg",4,0.5,10,"fleg",1.25e-08,1e+05,1780,4,FALSE,0,2,0.947191011235955,4.95900957729793
29,"10-0.7-10000-1.25e-07-fleg",0,0.7,10,"fleg",1.25e-07,10000,5,12,FALSE,0,1,0.4,-7.23164449460398
29,"10-0.7-10000-1.25e-07-fleg",1,0.7,10,"fleg",1.25e-07,10000,121,6,FALSE,0,2,0.942148760330578,1.53279315392742
29,"10-0.7-10000-1.25e-07-fleg",4,0.7,10,"fleg",1.25e-07,10000,6603,6,FALSE,0,2,0.554142056640921,7.18810214673709
29,"10-0.7-10000-1.25e-08-fleg",0,0.7,10,"fleg",1.25e-08,10000,5,12,FALSE,0,1,0.4,-3.60944919408732
29,"10-0.7-10000-1.25e-08-fleg",1,0.7,10,"fleg",1.25e-08,10000,148,6,FALSE,0,2,0.716216216216216,0.876943105775467
29,"10-0.7-10000-1.25e-08-fleg",4,0.7,10,"fleg",1.25e-08,10000,6737,4,FALSE,0,2,0.77378655187769,8.72118973603375
29,"10-0.7-1e+05-1.25e-07-fleg",0,0.7,10,"fleg",1.25e-07,1e+05,5,12,FALSE,0,1,0.4,-156.700909916572
29,"10-0.7-1e+05-1.25e-07-fleg",1,0.7,10,"fleg",1.25e-07,1e+05,5,6,FALSE,2,1,1,-22.5031586992208
29,"10-0.7-1e+05-1.25e-07-fleg",4,0.7,10,"fleg",1.25e-07,1e+05,1327,4,FALSE,0,2,1.08666164280332,6.74601219965325
29,"10-0.7-1e+05-1.25e-08-fleg",0,0.7,10,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-41.1836570054754
29,"10-0.7-1e+05-1.25e-08-fleg",1,0.7,10,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-5.76113492103468
29,"10-0.7-1e+05-1.25e-08-fleg",4,0.7,10,"fleg",1.25e-08,1e+05,3933,4,FALSE,0,2,1.26417493007882,6.2853265041096
29,"2-0-10000-1.25e-07-fleg",0,0,2,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-8.77270825568124
29,"2-0-10000-1.25e-07-fleg",1,0,2,"fleg",1.25e-07,10000,239,6,FALSE,0,2,0.443514644351464,0.608225884921957
29,"2-0-10000-1.25e-07-fleg",4,0,2,"fleg",1.25e-07,10000,5134,6,FALSE,0,2,0.193026879626023,12.5807735022897
29,"2-0-10000-1.25e-08-fleg",0,0,2,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-11.7713612309
29,"2-0-10000-1.25e-08-fleg",1,0,2,"fleg",1.25e-08,10000,56,6,FALSE,0,2,0.839285714285714,-0.786946287058131
29,"2-0-10000-1.25e-08-fleg",4,0,2,"fleg",1.25e-08,10000,7278,6,FALSE,0,2,0.45658147842814,5.45360932746355
29,"2-0-1e+05-1.25e-07-fleg",0,0,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-45.6230944959215
29,"2-0-1e+05-1.25e-07-fleg",1,0,2,"fleg",1.25e-07,1e+05,6,6,FALSE,2,1,1,-7.10735782599424
29,"2-0-1e+05-1.25e-07-fleg",4,0,2,"fleg",1.25e-07,1e+05,1840,6,FALSE,0,2,1.02934782608696,9.72505676082694
29,"2-0-1e+05-1.25e-08-fleg",0,0,2,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-57.8454592307449
29,"2-0-1e+05-1.25e-08-fleg",1,0,2,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-13.246291020577
29,"2-0-1e+05-1.25e-08-fleg",4,0,2,"fleg",1.25e-08,1e+05,1001,8,FALSE,0,2,0.896103896103896,18.0551071278653
29,"2-0.15-10000-1.25e-07-fleg",0,0.15,2,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-16.9573393733912
29,"2-0.15-10000-1.25e-07-fleg",1,0.15,2,"fleg",1.25e-07,10000,30,6,FALSE,0,1,0.5,-2.10220271085169
29,"2-0.15-10000-1.25e-07-fleg",4,0.15,2,"fleg",1.25e-07,10000,4091,4,FALSE,0,2,0.389391346858959,8.65699586445324
29,"2-0.15-10000-1.25e-08-fleg",0,0.15,2,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-7.3241162094089
29,"2-0.15-10000-1.25e-08-fleg",1,0.15,2,"fleg",1.25e-08,10000,169,6,FALSE,2,1,0.230769230769231,2.43178835631831
29,"2-0.15-10000-1.25e-08-fleg",4,0.15,2,"fleg",1.25e-08,10000,1807,6,FALSE,0,2,0.580520199225235,16.6046228493591
29,"2-0.15-1e+05-1.25e-07-fleg",0,0.15,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-35.9108238834641
29,"2-0.15-1e+05-1.25e-07-fleg",1,0.15,2,"fleg",1.25e-07,1e+05,17,6,FALSE,0,2,1.17647058823529,-14.2862665287876
29,"2-0.15-1e+05-1.25e-07-fleg",4,0.15,2,"fleg",1.25e-07,1e+05,3215,4,FALSE,0,2,1.06780715396579,8.408578584036
29,"2-0.15-1e+05-1.25e-08-fleg",0,0.15,2,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-52.852213851201
29,"2-0.15-1e+05-1.25e-08-fleg",1,0.15,2,"fleg",1.25e-08,1e+05,5,6,FALSE,2,1,0.8,-7.75236785732861
29,"2-0.15-1e+05-1.25e-08-fleg",4,0.15,2,"fleg",1.25e-08,1e+05,2079,4,FALSE,0,2,0.548821548821549,10.9866995412465
29,"2-0.3-10000-1.25e-07-fleg",0,0.3,2,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-5.06842020500745
29,"2-0.3-10000-1.25e-07-fleg",1,0.3,2,"fleg",1.25e-07,10000,125,6,FALSE,0,2,0.912,-1.14196317963508
29,"2-0.3-10000-1.25e-07-fleg",4,0.3,2,"fleg",1.25e-07,10000,7461,6,FALSE,0,2,0.735826296743064,4.32594191472287
29,"2-0.3-10000-1.25e-08-fleg",0,0.3,2,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-12.50607951882
29,"2-0.3-10000-1.25e-08-fleg",1,0.3,2,"fleg",1.25e-08,10000,66,6,FALSE,2,1,0.257575757575758,-0.277538121069044
29,"2-0.3-10000-1.25e-08-fleg",4,0.3,2,"fleg",1.25e-08,10000,7442,4,FALSE,0,2,0.351384036549315,8.10355956734965
29,"2-0.3-1e+05-1.25e-07-fleg",0,0.3,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-57.3731160199886
29,"2-0.3-1e+05-1.25e-07-fleg",1,0.3,2,"fleg",1.25e-07,1e+05,20,6,FALSE,0,2,0.85,-19.1709572163831
29,"2-0.3-1e+05-1.25e-07-fleg",4,0.3,2,"fleg",1.25e-07,1e+05,2302,2,FALSE,0,2,0.867072111207645,5.6911307574451
29,"2-0.3-1e+05-1.25e-08-fleg",0,0.3,2,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-52.3582477182626
29,"2-0.3-1e+05-1.25e-08-fleg",1,0.3,2,"fleg",1.25e-08,1e+05,5,6,FALSE,2,1,1,-2.67590309798593
29,"2-0.3-1e+05-1.25e-08-fleg",4,0.3,2,"fleg",1.25e-08,1e+05,525,8,FALSE,0,2,0.822857142857143,18.4086375229506
29,"2-0.5-10000-1.25e-07-fleg",0,0.5,2,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-10.0793558571137
29,"2-0.5-10000-1.25e-07-fleg",1,0.5,2,"fleg",1.25e-07,10000,123,6,FALSE,0,2,0.926829268292683,-2.9407002425456
29,"2-0.5-10000-1.25e-07-fleg",4,0.5,2,"fleg",1.25e-07,10000,7143,6,FALSE,0,2,0.48985020299594,5.34369817371715
29,"2-0.5-10000-1.25e-08-fleg",0,0.5,2,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-13.2471958426109
29,"2-0.5-10000-1.25e-08-fleg",1,0.5,2,"fleg",1.25e-08,10000,50,6,FALSE,2,1,0.64,-0.430726143512137
29,"2-0.5-10000-1.25e-08-fleg",4,0.5,2,"fleg",1.25e-08,10000,4367,4,FALSE,0,2,0.527364323334097,9.62276225496054
29,"2-0.5-1e+05-1.25e-07-fleg",0,0.5,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-168.739105917947
29,"2-0.5-1e+05-1.25e-07-fleg",1,0.5,2,"fleg",1.25e-07,1e+05,5,8,FALSE,2,1,0.6,-44.9771982641943
29,"2-0.5-1e+05-1.25e-07-fleg",4,0.5,2,"fleg",1.25e-07,1e+05,944,6,FALSE,0,2,0.564618644067797,22.9656676168085
29,"2-0.5-1e+05-1.25e-08-fleg",0,0.5,2,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-37.2883511998264
29,"2-0.5-1e+05-1.25e-08-fleg",1,0.5,2,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-3.29227059954849
29,"2-0.5-1e+05-1.25e-08-fleg",4,0.5,2,"fleg",1.25e-08,1e+05,1529,6,FALSE,0,2,0.760627861347286,19.057430658676
29,"2-0.7-10000-1.25e-07-fleg",0,0.7,2,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-0.656394219424822
29,"2-0.7-10000-1.25e-07-fleg",1,0.7,2,"fleg",1.25e-07,10000,308,6,FALSE,0,2,0.37987012987013,3.55234505229706
29,"2-0.7-10000-1.25e-07-fleg",4,0.7,2,"fleg",1.25e-07,10000,2174,8,FALSE,0,2,0.712511499540018,16.6734229450163
29,"2-0.7-10000-1.25e-08-fleg",0,0.7,2,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-6.81576257128657
29,"2-0.7-10000-1.25e-08-fleg",1,0.7,2,"fleg",1.25e-08,10000,144,6,FALSE,0,2,0.798611111111111,-1.97965322762199
29,"2-0.7-10000-1.25e-08-fleg",4,0.7,2,"fleg",1.25e-08,10000,4455,8,FALSE,0,2,0.64040404040404,10.7358574412703
29,"2-0.7-1e+05-1.25e-07-fleg",0,0.7,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-48.7398255205562
29,"2-0.7-1e+05-1.25e-07-fleg",1,0.7,2,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,108.104584781831
29,"2-0.7-1e+05-1.25e-07-fleg",4,0.7,2,"fleg",1.25e-07,1e+05,96,12,FALSE,0,1,0.15625,324.893581411082
29,"2-0.7-1e+05-1.25e-08-fleg",0,0.7,2,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-59.85335609796
29,"2-0.7-1e+05-1.25e-08-fleg",1,0.7,2,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-9.89038348923628
29,"2-0.7-1e+05-1.25e-08-fleg",4,0.7,2,"fleg",1.25e-08,1e+05,2317,2,FALSE,0,2,0.968925334484247,3.73362030768617
30,"1-0-10000-1.25e-07-fleg",0,0,1,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,0.857637480823918
30,"1-0-10000-1.25e-07-fleg",1,0,1,"fleg",1.25e-07,10000,351,6,FALSE,0,2,0.267806267806268,6.72999459254087
30,"1-0-10000-1.25e-07-fleg",4,0,1,"fleg",1.25e-07,10000,7048,10,FALSE,0,2,0.175794551645857,14.879340624039
30,"1-0-10000-1.25e-08-fleg",0,0,1,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-4.25463844199164
30,"1-0-10000-1.25e-08-fleg",1,0,1,"fleg",1.25e-08,10000,349,6,FALSE,0,2,0.320916905444126,-0.84934224818246
30,"1-0-10000-1.25e-08-fleg",4,0,1,"fleg",1.25e-08,10000,10185,4,FALSE,0,2,0.383701521845852,7.76809943731789
30,"1-0-1e+05-1.25e-07-fleg",0,0,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-38.2158290730446
30,"1-0-1e+05-1.25e-07-fleg",1,0,1,"fleg",1.25e-07,1e+05,8,6,FALSE,2,1,1,-6.23651562382904
30,"1-0-1e+05-1.25e-07-fleg",4,0,1,"fleg",1.25e-07,1e+05,2718,6,FALSE,0,2,0.660779985283297,8.17618516244794
30,"1-0-1e+05-1.25e-08-fleg",0,0,1,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-29.1748177530995
30,"1-0-1e+05-1.25e-08-fleg",1,0,1,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-4.34755703427269
30,"1-0-1e+05-1.25e-08-fleg",4,0,1,"fleg",1.25e-08,1e+05,2602,6,FALSE,0,2,1.01998462720984,9.99361492120526
30,"1-0.15-10000-1.25e-07-fleg",0,0.15,1,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-0.529342454667011
30,"1-0.15-10000-1.25e-07-fleg",1,0.15,1,"fleg",1.25e-07,10000,320,6,FALSE,0,2,0.35625,1.72493774349067
30,"1-0.15-10000-1.25e-07-fleg",4,0.15,1,"fleg",1.25e-07,10000,10067,6,FALSE,0,2,0.270587066653422,4.98512674009098
30,"1-0.15-10000-1.25e-08-fleg",0,0.15,1,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-7.11652806842387
30,"1-0.15-10000-1.25e-08-fleg",1,0.15,1,"fleg",1.25e-08,10000,288,6,FALSE,0,2,0.402777777777778,0.922431375669857
30,"1-0.15-10000-1.25e-08-fleg",4,0.15,1,"fleg",1.25e-08,10000,6936,8,FALSE,0,2,0.69939446366782,10.2174548633843
30,"1-0.15-1e+05-1.25e-07-fleg",0,0.15,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-66.7062135354973
30,"1-0.15-1e+05-1.25e-07-fleg",1,0.15,1,"fleg",1.25e-07,1e+05,5,6,FALSE,2,1,1,-12.3770993844098
30,"1-0.15-1e+05-1.25e-07-fleg",4,0.15,1,"fleg",1.25e-07,1e+05,1149,8,FALSE,0,2,0.951261966927763,12.5124953179218
30,"1-0.15-1e+05-1.25e-08-fleg",0,0.15,1,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-48.3171350268569
30,"1-0.15-1e+05-1.25e-08-fleg",1,0.15,1,"fleg",1.25e-08,1e+05,17,6,FALSE,0,1,0.764705882352941,-16.312306680829
30,"1-0.15-1e+05-1.25e-08-fleg",4,0.15,1,"fleg",1.25e-08,1e+05,1899,4,FALSE,0,2,0.613480779357557,15.1189771231734
30,"1-0.3-10000-1.25e-07-fleg",0,0.3,1,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-5.83355737923493
30,"1-0.3-10000-1.25e-07-fleg",1,0.3,1,"fleg",1.25e-07,10000,294,6,FALSE,0,2,0.374149659863946,0.62801903378841
30,"1-0.3-10000-1.25e-07-fleg",4,0.3,1,"fleg",1.25e-07,10000,10117,6,FALSE,0,2,0.443016704556687,4.59487290333529
30,"1-0.3-10000-1.25e-08-fleg",0,0.3,1,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-6.04242244911642
30,"1-0.3-10000-1.25e-08-fleg",1,0.3,1,"fleg",1.25e-08,10000,340,6,FALSE,0,2,0.297058823529412,-0.0718099946913249
30,"1-0.3-10000-1.25e-08-fleg",4,0.3,1,"fleg",1.25e-08,10000,7378,4,FALSE,0,2,0.219571699647601,8.4014962329556
30,"1-0.3-1e+05-1.25e-07-fleg",0,0.3,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-57.8239755311274
30,"1-0.3-1e+05-1.25e-07-fleg",1,0.3,1,"fleg",1.25e-07,1e+05,16,10,FALSE,0,2,0.8125,-17.5704541527846
30,"1-0.3-1e+05-1.25e-07-fleg",4,0.3,1,"fleg",1.25e-07,1e+05,3122,4,FALSE,0,2,0.52850736707239,7.38724332017691
30,"1-0.3-1e+05-1.25e-08-fleg",0,0.3,1,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-62.2955689360057
30,"1-0.3-1e+05-1.25e-08-fleg",1,0.3,1,"fleg",1.25e-08,1e+05,6,6,FALSE,2,1,1,-3.40566379945831
30,"1-0.3-1e+05-1.25e-08-fleg",4,0.3,1,"fleg",1.25e-08,1e+05,4251,4,FALSE,0,2,0.791107974594213,4.59314734503351
30,"1-0.5-10000-1.25e-07-fleg",0,0.5,1,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-4.37068569499433
30,"1-0.5-10000-1.25e-07-fleg",1,0.5,1,"fleg",1.25e-07,10000,159,6,FALSE,0,2,0.69811320754717,0.0104245935490681
30,"1-0.5-10000-1.25e-07-fleg",4,0.5,1,"fleg",1.25e-07,10000,6138,4,FALSE,0,2,0.655751058976865,10.1352076371578
30,"1-0.5-10000-1.25e-08-fleg",0,0.5,1,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-3.80972614538873
30,"1-0.5-10000-1.25e-08-fleg",1,0.5,1,"fleg",1.25e-08,10000,313,6,FALSE,0,2,0.373801916932907,-0.402660765718096
30,"1-0.5-10000-1.25e-08-fleg",4,0.5,1,"fleg",1.25e-08,10000,8816,6,FALSE,0,2,0.600045372050817,8.2113928373735
30,"1-0.5-1e+05-1.25e-07-fleg",0,0.5,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-90.0715479490254
30,"1-0.5-1e+05-1.25e-07-fleg",1,0.5,1,"fleg",1.25e-07,1e+05,5,8,FALSE,2,1,0.4,-17.5825702036553
30,"1-0.5-1e+05-1.25e-07-fleg",4,0.5,1,"fleg",1.25e-07,1e+05,995,8,FALSE,0,2,0.315577889447236,13.2147820400281
30,"1-0.5-1e+05-1.25e-08-fleg",0,0.5,1,"fleg",1.25e-08,1e+05,5,12,FALSE,2,1,0.2,-32.1371439550617
30,"1-0.5-1e+05-1.25e-08-fleg",1,0.5,1,"fleg",1.25e-08,1e+05,13,6,FALSE,2,1,0.923076923076923,-1.90904264460967
30,"1-0.5-1e+05-1.25e-08-fleg",4,0.5,1,"fleg",1.25e-08,1e+05,3739,4,FALSE,0,2,0.736828028884729,10.9607164758167
30,"1-0.7-10000-1.25e-07-fleg",0,0.7,1,"fleg",1.25e-07,10000,5,12,FALSE,2,1,0.2,-14.6267104539938
30,"1-0.7-10000-1.25e-07-fleg",1,0.7,1,"fleg",1.25e-07,10000,74,6,FALSE,0,2,0.472972972972973,-1.7858941677689
30,"1-0.7-10000-1.25e-07-fleg",4,0.7,1,"fleg",1.25e-07,10000,4669,4,FALSE,0,2,0.498393660312701,11.9717549391443
30,"1-0.7-10000-1.25e-08-fleg",0,0.7,1,"fleg",1.25e-08,10000,5,12,FALSE,2,1,0.2,-2.37686405035248
30,"1-0.7-10000-1.25e-08-fleg",1,0.7,1,"fleg",1.25e-08,10000,338,6,FALSE,0,2,0.349112426035503,-0.0173554854370366
30,"1-0.7-10000-1.25e-08-fleg",4,0.7,1,"fleg",1.25e-08,10000,10917,4,FALSE,0,2,0.67225428231199,6.29096663478723
30,"1-0.7-1e+05-1.25e-07-fleg",0,0.7,1,"fleg",1.25e-07,1e+05,5,12,FALSE,2,1,0.2,-46.7602363932879
30,"1-0.7-1e+05-1.25e-07-fleg",1,0.7,1,"fleg",1.25e-07,1e+05,5,14,FALSE,2,1,1,13.8373518253008
30,"1-0.7-1e+05-1.25e-07-fleg",4,0.7,1,"fleg",1.25e-07,1e+05,2694,10,FALSE,0,2,0.502969561989607,27.8131005656964
