irep,irun,h_search,time
3,4,0,2.296643884976705
3,5,0,2.144437332948049
3,6,0,2.3896225849787394
3,7,0,2.734477933247884
3,8,0,2.6926859339078266
3,9,0,2.8638739665349324
3,10,0,2.3783560156822205
3,11,0,2.8332982818285624
3,12,0,3.2351406693458555
3,13,0,2.219575750827789
3,14,0,2.667927598953247
3,15,0,2.313866682847341
3,16,0,2.277193299929301
3,17,0,3.471363365650177
3,18,0,2.2102657675743105
3,19,0,2.451617983977
3,20,0,2.6002955357233684
3,21,0,2.9214178681373597
3,22,0,2.701615850130717
3,23,0,2.063388168811798
3,24,0,2.2457159678141276
3,25,0,2.961658235390981
3,26,0,2.447786780198415
3,27,0,2.4958882331848145
3,28,0,2.68511168162028
3,29,0,2.867929836114248
3,30,0,2.7599483847618105
3,31,0,3.2622130155563354
3,32,0,3.9009211977322895
3,33,0,2.5161446650822956
3,34,0,1.7337736010551452
3,35,0,2.125127716859182
3,36,0,2.3922755320866904
3,37,0,2.692476149400075
3,38,0,3.0914297858874003
3,39,0,3.407242218653361
3,40,0,2.2111314018567403
3,41,0,2.6539329171180723
3,42,0,2.8940631190935773
3,43,0,2.291761569182078
3,44,0,2.022470184167226
3,45,0,2.3428545157114664
3,46,0,2.354137833913167
3,47,0,2.8528829495112102
3,48,0,3.0501087506612143
3,49,0,3.1012102325757342
3,50,0,3.5526575326919554
3,1,1,8.069845283031464
3,2,1,10.817793532212574
3,3,1,17.043483400344847
3,4,1,19.056932016213736
3,5,1,10.133630816141764
3,6,1,15.252583416302999
3,7,1,8.749422816435496
3,8,1,10.024658866723378
3,9,1,14.002268298467
3,10,1,23.909674247105915
3,11,1,15.562162566184998
3,12,1,7.893730084101359
3,13,1,8.842610665162404
3,14,1,9.30340679883957
3,15,1,10.056687382857005
3,16,1,7.835575850804647
3,17,1,10.689283748467764
3,18,1,12.596040447553
3,19,1,37.27759773333867
3,20,1,20.0692594965299
3,21,1,8.380563429991405
3,22,1,9.152952682971954
3,23,1,14.320630466938018
3,24,1,21.18704181512197
3,25,1,16.24137626886368
3,26,1,23.002238015333813
3,27,1,12.012994201978048
3,28,1,11.93015078306198
3,29,1,9.780344835917155
3,30,1,9.441088100274404
3,31,1,14.963089700539907
3,32,1,8.980618751049041
3,33,1,11.75546391805013
3,34,1,14.594999750455221
3,35,1,13.643317902088166
3,36,1,24.89755921761195
3,37,1,22.789380236466727
3,38,1,21.94897443453471
3,39,1,10.117844700813293
3,40,1,11.725271232922871
3,41,1,8.563815701007844
3,42,1,6.388202885786693
3,43,1,35.01711938381195
3,44,1,8.210266534487406
3,45,1,4.102281665802002
3,46,1,11.848002386093139
3,47,1,13.567468567689259
3,48,1,8.009491201241811
3,49,1,9.533245917161306
3,50,1,9.120971981684367
3,1,4,72.31789898475012
3,2,4,98.89813623428344
3,3,4,227.42826473315557
3,4,4,183.66417975028355
3,5,4,208.79714136521022
3,6,4,89.22317761580149
3,7,4,19.90837985277176
3,8,4,103.72430435021718
3,9,4,116.4634634534518
3,10,4,240.82533981402716
3,11,4,137.81552879810334
3,12,4,304.3129180630048
3,13,4,249.0074265519778
3,14,4,179.49292975266775
3,15,4,293.57030098438264
3,16,4,229.64174293677013
3,17,4,106.97409608364106
3,18,4,159.77521248261135
3,19,4,106.93567554950714
3,20,4,25.66794046560923
3,21,4,163.92631300290427
3,22,4,108.16455573638281
3,23,4,128.56487365166348
3,24,4,92.17577921549479
3,25,4,82.73801998297374
3,26,4,170.52886243263882
3,27,4,128.15746554931005
3,28,4,190.13704131444294
3,29,4,98.64510123332342
3,30,4,151.85864216883976
3,31,4,105.59595690170924
3,32,4,106.11292623281479
3,33,4,143.85150193373363
3,34,4,176.0467910329501
3,35,4,83.24882238705953
3,36,4,130.0741454323133
3,37,4,98.59587159951528
3,38,4,81.00322128136953
3,39,4,124.93190741936365
3,40,4,184.82711958090465
3,41,4,106.75675548315049
3,42,4,343.31777408123014
3,43,4,33.53281141916911
3,44,4,125.40384768247604
3,45,4,94.96107780138651
3,46,4,175.90878504912058
3,47,4,87.84317770004273
3,48,4,103.165711915493
3,49,4,137.01842826604843
3,50,4,121.5122130672137
4,1,0,2.9873658339182536
4,2,0,2.670555818080902
4,3,0,2.0498953024546305
4,4,0,2.4440581162770587
4,5,0,3.0935100158055624
4,6,0,2.071416966120402
4,7,0,2.272908651828766
4,8,0,2.8344184517860413
4,9,0,2.256559069951375
4,10,0,2.485526080926259
4,11,0,2.5151953180631
4,12,0,3.2837103168169657
4,13,0,3.3376636505126953
4,14,0,3.300619697570801
4,15,0,3.097660684585571
4,16,0,5.468581219514211
4,17,0,2.8123443007469175
4,18,0,2.414637585481008
4,19,0,2.470973885059357
4,20,0,2.929325580596924
4,21,0,2.1959857821464537
4,22,0,2.3766774495442706
4,23,0,2.38285813331604
4,24,0,2.7460169831911725
4,25,0,2.602998153368632
4,26,0,4.179507664839426
4,27,0,3.4169886151949567
4,28,0,2.4702728311220805
4,29,0,1.7931754827499389
4,30,0,2.188014733791351
4,31,0,1.8700326522191366
4,32,0,2.6505184332529703
4,33,0,2.434102217356364
4,34,0,2.072046784559886
4,35,0,2.2832696000734964
4,36,0,3.611718499660492
4,37,0,3.045468016465505
4,38,0,2.7641303340593972
4,39,0,2.3200273513793945
4,40,0,2.167384465535482
4,41,0,1.9374417503674826
4,42,0,2.9978766163190205
4,43,0,3.093297533194224
4,44,0,2.9677822669347127
4,45,0,3.5274661501248676
4,46,0,3.619515351454417
4,47,0,3.041445283095042
4,48,0,3.333832800388336
4,49,0,3.8540895144144693
4,50,0,2.1840522368748982
4,1,1,7.267206617196401
4,2,1,10.645418334007264
4,3,1,19.85968449910482
4,4,1,9.861310382684072
4,5,1,8.867211016019185
4,6,1,10.336760000387828
4,7,1,19.573200050989787
4,8,1,13.215730285644531
4,9,1,13.060995618502298
4,10,1,4.2072662830352785
4,11,1,9.966207015514374
4,12,1,13.550160582860311
4,13,1,7.819233783086141
4,14,1,12.43760693470637
4,15,1,10.52842313448588
4,16,1,11.711547748247783
4,17,1,9.534258115291596
4,18,1,18.62108548482259
4,19,1,30.12105009953181
4,20,1,5.952131382624308
4,21,1,9.3833891193072
4,22,1,6.7172684152921045
4,23,1,11.37890538374583
4,24,1,8.524136467774708
4,25,1,8.91550133228302
4,26,1,11.963406999905905
4,27,1,6.733248567581176
4,28,1,8.680137884616851
4,29,1,9.301259664694468
4,30,1,8.3301975329717
4,31,1,7.632649767398834
4,32,1,12.567615314324696
4,33,1,8.050945500532785
4,34,1,8.274197665850322
4,35,1,12.468272320429485
4,36,1,12.974188319842021
4,37,1,20.472081967194875
4,38,1,10.958795932928721
4,39,1,14.720468950271606
4,40,1,13.681757950782776
4,41,1,8.18186558485031
4,42,1,12.15978688398997
4,43,1,9.117123866081238
4,44,1,10.915805081526438
4,45,1,10.86527250210444
4,46,1,10.88871051867803
4,47,1,8.24755216439565
4,48,1,8.007447914282482
4,49,1,9.654224801063538
4,50,1,8.68229320049286
4,1,4,106.26686734755835
4,2,4,93.7950838804245
4,3,4,118.27600160042445
4,4,4,134.13129900296528
4,5,4,113.01168894767761
4,6,4,133.74336458444594
4,7,4,181.3313541173935
4,8,4,148.84004366795222
4,9,4,111.46776423454284
4,10,4,86.44966005086899
4,11,4,164.15981593529384
4,12,4,147.2809875011444
4,13,4,80.36132109959921
4,14,4,110.97470203638076
4,15,4,91.76195211807887
4,16,4,86.26758056879044
4,17,4,136.48116621573766
4,18,4,216.7431130170822
4,19,4,58.820668784777325
4,20,4,115.22019406557084
4,21,4,90.51644393603007
4,22,4,161.00838759740193
4,23,4,105.58334743181864
4,24,4,121.75265901883444
4,25,4,112.0726397673289
4,26,4,117.56883169809977
4,27,4,221.49299178520837
4,28,4,275.7589358488719
4,29,4,447.87194241682687
4,30,4,199.6765814503034
4,31,4,29.068511946996054
4,32,4,153.41884370247524
4,33,4,209.54817194938659
4,34,4,151.14126973152162
4,35,4,31.11802946726481
4,36,4,93.35356968243917
4,37,4,63.46433323224385
4,38,4,87.77992955048879
4,39,4,101.32508656581243
4,40,4,137.484711933136
4,41,4,87.1727584997813
4,42,4,94.60196546713512
4,43,4,98.64120541810989
4,44,4,117.67164584795634
4,45,4,108.36676791508992
4,46,4,128.08984501759213
4,47,4,155.13983911673228
4,48,4,41.10589491526286
4,49,4,130.8360763669014
4,50,4,90.13963030179342
5,1,0,2.2421244661013287
5,2,0,2.189013965924581
5,3,0,1.910889482498169
5,4,0,1.7726468006769815
5,5,0,1.7782445192337035
5,6,0,2.8216328342755634
5,7,0,2.514617383480072
5,8,0,2.5723402659098307
5,9,0,3.0613993326822917
5,10,0,3.135791583855947
5,11,0,3.329215919971466
5,12,0,3.0487525860468545
5,13,0,3.0512067317962646
5,14,0,2.325042732556661
5,15,0,2.010563548405965
5,16,0,1.7804430842399597
5,17,0,1.9601620316505433
5,18,0,2.453894833723704
5,19,0,2.3486081838607786
5,20,0,2.4227041165033976
5,21,0,2.9377357840538023
5,22,0,2.754591484864553
5,23,0,2.879401449362437
5,24,0,2.29170267979304
5,25,0,1.334078315893809
5,26,0,1.2624010841051738
5,27,0,1.7927722493807474
5,28,0,2.1460531830787657
5,29,0,2.24808109998703
5,30,0,2.2462121844291687
5,31,0,2.4588574528694154
5,32,0,2.6466578324635823
5,33,0,2.4503827969233196
5,34,0,2.9272017319997152
5,35,0,3.1906163493792215
5,36,0,2.4417047182718914
5,37,0,2.5838128487269083
5,38,0,2.092230435212453
5,39,0,3.0311221996943156
5,40,0,2.589205714066823
5,41,0,2.418645699818929
5,42,0,3.272595735390981
5,43,0,2.6130175669987996
5,44,0,2.362327285607656
5,45,0,2.835266335805257
5,46,0,2.8360507011413576
5,47,0,3.111276853084564
5,48,0,1.776000984509786
5,49,0,1.69710058371226
5,50,0,2.171824916203817
5,1,1,10.417135548591613
5,2,1,10.126337015628815
5,3,1,7.322668917973837
5,4,1,10.334188417593639
5,5,1,15.645586570103964
5,6,1,23.54123409986496
5,7,1,10.376411267121632
5,8,1,15.105357583363851
5,9,1,8.273376135031382
5,10,1,8.023201151688893
5,11,1,6.491054451465606
5,12,1,10.141732148329417
5,13,1,12.992017050584158
5,14,1,8.244954617818196
5,15,1,9.49556971391042
5,16,1,15.269854533672333
5,17,1,12.93042854865392
5,18,1,12.002725350856782
5,19,1,12.25402628183365
5,20,1,7.2689720352490745
5,21,1,7.342518719037374
5,22,1,12.272562185923258
5,23,1,11.72131100098292
5,24,1,10.902467032273611
5,25,1,15.347538030147552
5,26,1,9.179527048269907
5,27,1,10.918808849652608
5,28,1,13.382530669371286
5,29,1,15.321493299802144
5,30,1,15.578145333131154
5,31,1,8.209617865085601
5,32,1,9.54301378329595
5,33,1,26.645322334766387
5,34,1,14.827278884251912
5,35,1,14.54912139972051
5,36,1,34.39990516503652
5,37,1,26.796310834089915
5,38,1,15.158137849966685
5,39,1,14.645388833681743
5,40,1,13.161463530858358
5,41,1,8.248227067788442
5,42,1,10.024092682202657
5,43,1,7.836884951591491
5,44,1,21.00424551566442
5,45,1,11.364590334892274
5,46,1,9.495872382322947
5,47,1,19.20858927965164
5,48,1,16.257390546798707
5,49,1,10.525572629769643
5,50,1,14.538932967185975
5,1,4,113.81234361728032
5,2,4,85.87578423420588
5,3,4,147.11856840054193
5,4,4,59.84141518274943
5,5,4,11.00650098323822
5,6,4,118.10965531667074
5,7,4,170.57411796649296
5,8,4,90.33992818593978
5,9,4,119.96672559976578
5,10,4,199.23299588362377
5,11,4,145.23649028539657
5,12,4,62.30623678366343
5,13,4,79.10816801389059
5,14,4,141.75095726648968
5,15,4,96.29188040097554
5,16,4,246.78473181724547
5,17,4,102.07785033384958
5,18,4,94.74917560021082
5,19,4,150.92359353303908
5,20,4,115.22541323502858
5,21,4,265.3246351838112
5,22,4,145.59431741635004
5,23,4,381.82731721401217
5,24,4,207.30404074986777
5,25,4,99.03575341701507
5,26,4,144.12234588464102
5,27,4,133.72628468672434
5,28,4,124.66175413529078
5,29,4,142.10539793173473
5,30,4,144.6461483001709
5,31,4,104.86822801828384
5,32,4,76.16277449925741
5,33,4,85.53836083014806
5,34,4,150.7207570830981
5,35,4,148.3546845992406
5,36,4,336.1425918142001
5,37,4,137.57828665177027
5,38,4,176.6644242366155
5,39,4,102.82059668302536
5,40,4,112.0074905514717
5,41,4,127.39259645144145
5,42,4,189.43442142009735
5,43,4,165.46444031397502
5,44,4,147.7957083662351
5,45,4,140.52759991486866
5,46,4,98.62702234983445
5,47,4,50.29015491803487
5,48,4,181.01091638008754
5,49,4,89.44349558353424
5,50,4,71.85105311473211
6,1,0,2.589057453473409
6,2,0,1.7375664154688517
6,3,0,2.795985933144887
6,4,0,2.683030883471171
6,5,0,2.13853143453598
6,6,0,2.1342076142628987
6,7,0,2.811725167433421
6,8,0,2.9680203676223753
6,9,0,3.1419995148976643
6,10,0,2.5680274168650308
6,11,0,3.1403263012568154
6,12,0,3.41667541662852
6,13,0,2.6682831684748334
6,14,0,2.655441133181254
6,15,0,3.228734616438548
6,16,0,3.1784551819165547
6,17,0,1.8939398805300394
6,18,0,2.4884742816289265
6,19,0,2.3033610502878825
6,20,0,2.0942515691121417
6,21,0,2.404179100195567
6,22,0,2.6409478147824603
6,23,0,2.4536064664522805
6,24,0,2.7403377652168275
6,25,0,2.849013018608093
6,26,0,3.1760460178057355
6,27,0,3.3215481003125507
6,28,0,2.9583833972613016
6,29,0,1.9212866346041362
6,30,0,1.829899799823761
6,31,0,2.9435619990030926
6,32,0,2.4702547828356427
6,33,0,1.718430268764496
6,34,0,1.938739017645518
6,35,0,1.9012389341990152
6,36,0,2.0706332484881083
6,37,0,2.2019797484079997
6,38,0,2.2628482500712077
6,39,0,3.248895982901255
6,40,0,3.0549808502197267
6,41,0,2.802763617038727
6,42,0,2.4446271498998007
6,43,0,2.368173082669576
6,44,0,2.922138984998067
6,45,0,2.326301801204681
6,46,0,2.168369885285695
6,47,0,2.8748716513315835
6,48,0,3.011777849992116
6,49,0,2.7852629661560058
6,50,0,3.4198180158933003
6,1,1,13.022784248987834
6,2,1,14.361503601074219
6,3,1,6.845711119969686
6,4,1,14.30299874941508
6,5,1,10.818467434247335
6,6,1,10.703436915079752
6,7,1,10.940156515439352
6,8,1,17.14749011596044
6,9,1,9.29580415089925
6,10,1,11.71387250026067
6,11,1,16.563277200857797
6,12,1,20.551925464471182
6,13,1,22.225301682949066
6,14,1,9.71259021361669
6,15,1,7.713747449715933
6,16,1,14.389534517129261
6,17,1,11.052296217282613
6,18,1,9.5013476173083
6,19,1,9.661784048875173
6,20,1,11.050795948505401
6,21,1,11.07987426519394
6,22,1,22.544228732585907
6,23,1,14.95551636616389
6,24,1,32.51147471666336
6,25,1,18.349130165576934
6,26,1,7.6789305488268536
6,27,1,6.986694351832072
6,28,1,28.985039333502453
6,29,1,12.474087119102478
6,30,1,22.2326406677564
6,31,1,10.593701084454855
6,32,1,10.127228283882141
6,33,1,36.08236581881841
6,34,1,14.77823994954427
6,35,1,13.473612066109975
6,36,1,13.176656583944956
6,37,1,8.943746817111968
6,38,1,9.0939772327741
6,39,1,10.869929234186808
6,40,1,10.386622718969981
6,41,1,22.59315551519394
6,42,1,10.53763484954834
6,43,1,12.602620967229207
6,44,1,10.61965313355128
6,45,1,14.23215155204137
6,46,1,17.00058601697286
6,47,1,11.009422965844472
6,48,1,6.710247747103373
6,49,1,5.271575133005778
6,50,1,6.01482568581899
6,1,4,145.56849048535028
6,2,4,131.41975293159484
6,3,4,134.80461656649908
6,4,4,121.62074779669443
6,5,4,156.24833056926727
6,6,4,46.115588597456615
6,7,4,87.20516461531321
6,8,4,112.89447068373362
6,9,4,75.61911416848501
6,10,4,167.29021710157394
6,11,4,108.23781743446986
6,12,4,110.58497711817424
6,13,4,118.34054548343023
6,14,4,32.75093396902084
6,15,4,146.9637315670649
6,16,4,95.31835305293401
6,17,4,23.761777170499165
6,18,4,192.1254088163376
6,19,4,122.0201662659645
6,20,4,170.64057395060857
6,21,4,165.15718388557434
6,22,4,103.10061370134353
6,23,4,89.32384781837463
6,24,4,124.83832233349482
6,25,4,126.29072675307592
6,26,4,216.5098562002182
6,27,4,302.0045206507047
6,28,4,189.69311641852062
6,29,4,135.73709210157395
6,30,4,365.71031763156253
6,31,4,94.49735496838888
6,32,4,160.6476631005605
6,33,4,209.37298494974772
6,34,4,119.45960001548131
6,35,4,115.00564690033595
6,36,4,156.97902156511944
6,37,4,198.67030531962712
6,38,4,124.4633530497551
6,39,4,86.50200586716333
6,40,4,328.01149235169095
6,41,4,102.36322401762008
6,42,4,171.76375361680985
6,43,4,176.84885795116423
6,44,4,168.3787193695704
6,45,4,116.76720199982326
6,46,4,81.44266126553218
6,47,4,102.188427567482
6,48,4,137.6738571683566
6,49,4,117.28751406669616
6,50,4,235.20472046931584
7,1,0,3.2851624647776285
7,2,0,2.677512832482656
7,3,0,2.8920064330101014
7,4,0,2.9265721837679544
7,5,0,3.2691145817438763
7,6,0,2.31371039946874
7,7,0,2.5986950318018596
7,8,0,2.3956835150718687
7,9,0,2.436080300807953
7,10,0,2.3936320185661315
7,11,0,2.2373727202415465
7,12,0,3.120996848742167
7,13,0,3.653073585033417
7,14,0,3.456253250439962
7,15,0,2.9263845523198446
7,16,0,3.3179011861483256
7,17,0,3.6065886497497557
7,18,0,3.643164801597595
7,19,0,2.394537885983785
7,20,0,2.2914170026779175
7,21,0,2.1541471163431805
7,22,0,2.9180086493492126
7,23,0,3.2436683813730878
7,24,0,2.7559577306111653
7,25,0,2.781864066918691
7,26,0,2.508236253261566
7,27,0,3.2707125822703045
7,28,0,3.0351197640101115
7,29,0,3.144275414943695
7,30,0,3.2017733494440717
7,31,0,2.953418282667796
7,32,0,2.8241331656773885
7,33,0,2.666673032442729
7,34,0,2.983433898289998
7,35,0,2.592199381192525
7,36,0,3.1440555810928346
7,37,0,2.851243285338084
7,38,0,3.335185714562734
7,39,0,3.49908021291097
7,40,0,3.17038365205129
7,41,0,3.31140341758728
7,42,0,3.3779004335403444
7,43,0,3.272535300254822
7,44,0,3.525121068954468
7,45,0,2.326600182056427
7,46,0,3.3037020325660706
7,47,0,2.4353243827819826
7,48,0,2.6947861989339192
7,49,0,3.382990002632141
7,50,0,3.010934019088745
7,1,1,10.26630658308665
7,2,1,13.88537053267161
7,3,1,13.314413118362427
7,4,1,11.867256418863933
7,5,1,9.90817206700643
7,6,1,10.157301000754039
7,7,1,11.78836658000946
7,8,1,8.599453552563984
7,9,1,12.104676532745362
7,10,1,39.219473950068156
7,11,1,8.919026883443196
7,12,1,16.57112621863683
7,13,1,12.359536198774974
7,14,1,11.397290813922883
7,15,1,13.113589032491047
7,16,1,24.363054084777833
7,17,1,10.680560632546742
7,18,1,23.518128148714702
7,19,1,18.926784833272297
7,20,1,7.792113316059113
7,21,1,10.536951752503713
7,22,1,7.456691801548004
7,23,1,10.201864250500996
7,24,1,11.469638200600942
7,25,1,9.61869564851125
7,26,1,13.972416416803997
7,27,1,8.516112101078033
7,28,1,15.537851782639821
7,29,1,16.49339969952901
7,30,1,7.4106773138046265
7,31,1,7.352679884433746
7,32,1,10.410900751749674
7,33,1,9.872574865818024
7,34,1,14.25420783360799
