"paramid","h_search","lindist","nind","net","mutrate","nbiallelic","prop_min_nethw_eq_0","prop_min_hashmatch","prop_min_treehw_eq_0","ngraphs","prop_max_ndisp_eq_2"
"10-0.7-10000-1.25e-08-fleg-pruned",1,0.7,10,"fleg-pruned",1.25e-08,10000,0.97,0.97,1,14095,1
"10-0.7-10000-1.25e-08-fleg-pruned",2,0.7,10,"fleg-pruned",1.25e-08,10000,0.04,0.05,1,196399,1
"10-0.7-1e+05-1.25e-07-fleg-pruned",0,0.7,10,"fleg-pruned",1.25e-07,1e+05,0,0,0.95,500,0
"10-0.7-1e+05-1.25e-07-fleg-pruned",1,0.7,10,"fleg-pruned",1.25e-07,1e+05,0.68,0.68,0.69,2098,0.69
"10-0.7-1e+05-1.25e-07-fleg-pruned",2,0.7,10,"fleg-pruned",1.25e-07,1e+05,0.04,0.06,0.9,37604,0.9
"10-0.7-1e+05-1.25e-08-fleg-pruned",0,0.7,10,"fleg-pruned",1.25e-08,1e+05,0,0,0.98,500,0
"10-0.7-1e+05-1.25e-08-fleg-pruned",1,0.7,10,"fleg-pruned",1.25e-08,1e+05,1,1,1,2497,1
"10-0.7-1e+05-1.25e-08-fleg-pruned",2,0.7,10,"fleg-pruned",1.25e-08,1e+05,0.12,0.2,1,71407,1
"2-0-10000-1.25e-07-fleg-pruned",0,0,2,"fleg-pruned",1.25e-07,10000,0,0,0.73,500,0
"2-0-10000-1.25e-07-fleg-pruned",1,0,2,"fleg-pruned",1.25e-07,10000,0.97,0.97,0.99,18240,0.97
"2-0-10000-1.25e-07-fleg-pruned",2,0,2,"fleg-pruned",1.25e-07,10000,0.12,0.15,1,223747,1
"2-0-10000-1.25e-07-fleg-pruned",3,0,2,"fleg-pruned",1.25e-07,10000,0.102040816326531,0.102040816326531,0.979591836734694,245572,0.979591836734694
"2-0-10000-1.25e-07-fleg-pruned",4,0,2,"fleg-pruned",1.25e-07,10000,0.0222222222222222,0.0222222222222222,1,291274,1
"2-0-10000-1.25e-08-fleg-pruned",0,0,2,"fleg-pruned",1.25e-08,10000,0,0,0.8,500,0
"2-0-10000-1.25e-08-fleg-pruned",1,0,2,"fleg-pruned",1.25e-08,10000,0.99,0.99,1,16334,1
"2-0-10000-1.25e-08-fleg-pruned",2,0,2,"fleg-pruned",1.25e-08,10000,0.08,0.1,1,210678,1
"2-0-1e+05-1.25e-07-fleg-pruned",0,0,2,"fleg-pruned",1.25e-07,1e+05,0,0,1,500,0
"2-0-1e+05-1.25e-07-fleg-pruned",1,0,2,"fleg-pruned",1.25e-07,1e+05,1,1,1,2702,1
"2-0-1e+05-1.25e-07-fleg-pruned",2,0,2,"fleg-pruned",1.25e-07,1e+05,0.12,0.17,1,70267,1
"2-0-1e+05-1.25e-08-fleg-pruned",0,0,2,"fleg-pruned",1.25e-08,1e+05,0,0,1,500,0
"2-0-1e+05-1.25e-08-fleg-pruned",1,0,2,"fleg-pruned",1.25e-08,1e+05,1,1,1,2094,1
"2-0-1e+05-1.25e-08-fleg-pruned",2,0,2,"fleg-pruned",1.25e-08,1e+05,0.15,0.2,1,69312,1
"2-0-1e+05-1.25e-08-fleg-pruned",3,0,2,"fleg-pruned",1.25e-08,1e+05,0.166666666666667,0.166666666666667,1,86951,1
"2-0-1e+05-1.25e-08-fleg-pruned",4,0,2,"fleg-pruned",1.25e-08,1e+05,0,0,1,100415,1
"2-0.15-10000-1.25e-07-fleg-pruned",0,0.15,2,"fleg-pruned",1.25e-07,10000,0,0,0.72,500,0
"2-0.15-10000-1.25e-07-fleg-pruned",1,0.15,2,"fleg-pruned",1.25e-07,10000,0.97,0.97,0.98,17208,0.97
"2-0.15-10000-1.25e-07-fleg-pruned",2,0.15,2,"fleg-pruned",1.25e-07,10000,0.06,0.06,1,200273,1
"2-0.15-10000-1.25e-07-fleg-pruned",3,0.15,2,"fleg-pruned",1.25e-07,10000,0.15,0.15,1,196099,1
"2-0.15-10000-1.25e-07-fleg-pruned",4,0.15,2,"fleg-pruned",1.25e-07,10000,0,0,1,233440,1
"2-0.15-10000-1.25e-08-fleg-pruned",0,0.15,2,"fleg-pruned",1.25e-08,10000,0,0,0.71,500,0
"2-0.15-10000-1.25e-08-fleg-pruned",1,0.15,2,"fleg-pruned",1.25e-08,10000,0.95,0.95,0.97,15227,0.96
"2-0.15-10000-1.25e-08-fleg-pruned",2,0.15,2,"fleg-pruned",1.25e-08,10000,0.07,0.07,1,191295,1
"2-0.15-10000-1.25e-08-fleg-pruned",3,0.15,2,"fleg-pruned",1.25e-08,10000,0.0625,0.0625,1,52758,1
"2-0.15-10000-1.25e-08-fleg-pruned",4,0.15,2,"fleg-pruned",1.25e-08,10000,0,0,1,66351,1
"2-0.15-1e+05-1.25e-07-fleg-pruned",0,0.15,2,"fleg-pruned",1.25e-07,1e+05,0,0,0.97,500,0
"2-0.15-1e+05-1.25e-07-fleg-pruned",1,0.15,2,"fleg-pruned",1.25e-07,1e+05,1,1,1,3351,1
"2-0.15-1e+05-1.25e-07-fleg-pruned",2,0.15,2,"fleg-pruned",1.25e-07,1e+05,0.11,0.14,1,78727,1
"2-0.15-1e+05-1.25e-08-fleg-pruned",0,0.15,2,"fleg-pruned",1.25e-08,1e+05,0,0,0.97,500,0
"2-0.15-1e+05-1.25e-08-fleg-pruned",1,0.15,2,"fleg-pruned",1.25e-08,1e+05,1,1,1,2000,1
"2-0.15-1e+05-1.25e-08-fleg-pruned",2,0.15,2,"fleg-pruned",1.25e-08,1e+05,0.15,0.19,1,67875,1
"2-0.15-1e+05-1.25e-08-fleg-pruned",3,0.15,2,"fleg-pruned",1.25e-08,1e+05,0.166666666666667,0.166666666666667,1,87722,1
"2-0.15-1e+05-1.25e-08-fleg-pruned",4,0.15,2,"fleg-pruned",1.25e-08,1e+05,0.142857142857143,0.142857142857143,1,92994,1
"2-0.3-10000-1.25e-07-fleg-pruned",0,0.3,2,"fleg-pruned",1.25e-07,10000,0,0,0.78,500,0
"2-0.3-10000-1.25e-07-fleg-pruned",1,0.3,2,"fleg-pruned",1.25e-07,10000,0.96,0.96,0.99,16075,0.99
"2-0.3-10000-1.25e-07-fleg-pruned",2,0.3,2,"fleg-pruned",1.25e-07,10000,0.1,0.12,1,196972,1
"2-0.3-10000-1.25e-07-fleg-pruned",3,0.3,2,"fleg-pruned",1.25e-07,10000,0.06,0.06,1,241836,1
"2-0.3-10000-1.25e-07-fleg-pruned",4,0.3,2,"fleg-pruned",1.25e-07,10000,0.04,0.04,1,263714,1
"2-0.3-10000-1.25e-08-fleg-pruned",0,0.3,2,"fleg-pruned",1.25e-08,10000,0,0,0.72,500,0
"2-0.3-10000-1.25e-08-fleg-pruned",1,0.3,2,"fleg-pruned",1.25e-08,10000,0.99,0.99,1,16161,1
"2-0.3-10000-1.25e-08-fleg-pruned",2,0.3,2,"fleg-pruned",1.25e-08,10000,0.1,0.12,1,208185,1
"2-0.3-10000-1.25e-08-fleg-pruned",3,0.3,2,"fleg-pruned",1.25e-08,10000,0.166666666666667,0.166666666666667,1,158216,1
"2-0.3-10000-1.25e-08-fleg-pruned",4,0.3,2,"fleg-pruned",1.25e-08,10000,0.0357142857142857,0.0357142857142857,1,156848,1
"2-0.3-1e+05-1.25e-07-fleg-pruned",0,0.3,2,"fleg-pruned",1.25e-07,1e+05,0,0,0.87,500,0
"2-0.3-1e+05-1.25e-07-fleg-pruned",1,0.3,2,"fleg-pruned",1.25e-07,1e+05,0.87,0.87,0.91,2636,0.87
"2-0.3-1e+05-1.25e-07-fleg-pruned",2,0.3,2,"fleg-pruned",1.25e-07,1e+05,0.11,0.14,0.98,53130,0.98
"2-0.3-1e+05-1.25e-07-fleg-pruned",3,0.3,2,"fleg-pruned",1.25e-07,1e+05,0.0645161290322581,0.0645161290322581,0.967741935483871,58615,0.967741935483871
"2-0.3-1e+05-1.25e-07-fleg-pruned",4,0.3,2,"fleg-pruned",1.25e-07,1e+05,0,0,1,92719,1
"2-0.3-1e+05-1.25e-08-fleg-pruned",0,0.3,2,"fleg-pruned",1.25e-08,1e+05,0,0,0.75,500,0
"2-0.3-1e+05-1.25e-08-fleg-pruned",1,0.3,2,"fleg-pruned",1.25e-08,1e+05,1,1,1,2063,1
"2-0.3-1e+05-1.25e-08-fleg-pruned",2,0.3,2,"fleg-pruned",1.25e-08,1e+05,0.15,0.18,1,71522,1
"2-0.3-1e+05-1.25e-08-fleg-pruned",3,0.3,2,"fleg-pruned",1.25e-08,1e+05,0.0666666666666667,0.0666666666666667,1,82514,1
"2-0.3-1e+05-1.25e-08-fleg-pruned",4,0.3,2,"fleg-pruned",1.25e-08,1e+05,0.0344827586206897,0.0344827586206897,1,89810,1
"2-0.5-10000-1.25e-07-fleg-pruned",0,0.5,2,"fleg-pruned",1.25e-07,10000,0,0,0.6,500,0
"2-0.5-10000-1.25e-07-fleg-pruned",1,0.5,2,"fleg-pruned",1.25e-07,10000,0.89,0.89,0.92,16294,0.92
"2-0.5-10000-1.25e-07-fleg-pruned",2,0.5,2,"fleg-pruned",1.25e-07,10000,0.06,0.06,0.99,177530,0.99
"2-0.5-10000-1.25e-07-fleg-pruned",3,0.5,2,"fleg-pruned",1.25e-07,10000,0.16,0.16,1,214701,1
"2-0.5-10000-1.25e-07-fleg-pruned",4,0.5,2,"fleg-pruned",1.25e-07,10000,0,0,1,244063,1
"2-0.5-10000-1.25e-08-fleg-pruned",0,0.5,2,"fleg-pruned",1.25e-08,10000,0,0,0.68,500,0
"2-0.5-10000-1.25e-08-fleg-pruned",1,0.5,2,"fleg-pruned",1.25e-08,10000,0.98,0.98,0.98,14952,0.98
