"irep","net","h_search","trueh","level","num_dtrees","num_mincyclesize3","gamma","ngraphs","min_nethw","atleastonehashmatch","min_treehw","max_ndisplayed","mean_ndisplayed","relativell"
5,"g2-l2-n46","2",2,"2","4","0","large",5,0,TRUE,0,2,0.8,2.72417004879784
5,"g3-l3-c54","0",3,"3","6","0","large",5,10,FALSE,2,0,0,-2069.08128451634
5,"g3-l3-c54","1",3,"3","6","0","large",5,14,FALSE,4,0,0,-539.950271029122
5,"g3-l3-c54","3",3,"3","6","0","large",5,6,FALSE,0,2,2,1.38783785871889
5,"g3-ntc","0",3,"3","4","1","large",5,12,FALSE,4,0,0,-1944.5835779466
5,"g3-ntc","1",3,"3","4","1","large",5,6,FALSE,0,2,0.8,-96.622884423112
5,"g3-ntc","3",3,"3","4","1","large",5,4,FALSE,2,3,2.4,10.2301270483714
5,"g3-tc","0",3,"3","6","2","large",5,6,FALSE,2,1,0.4,-189.090796435312
5,"g3-tc","1",3,"3","6","2","large",5,4,FALSE,2,2,1.2,-4.46375331734369
5,"g3-tc","3",3,"3","6","2","large",5,8,FALSE,0,2,1.4,7.82387224076098
5,"g4-l4-c34","0",4,"4","10","1","large",5,14,FALSE,2,0,0,-2321.57837772204
5,"g4-l4-c34","1",4,"4","10","1","large",5,10,FALSE,2,0,0,-768.382017547503
5,"g4-l4-c34","4",4,"4","10","1","large",5,8,FALSE,0,2,1.8,5.9983685238854
5,"g4-lg","0",4,"4","8","2","large",5,14,FALSE,2,1,0.2,-1479.08980621531
5,"g4-lg","1",4,"4","8","2","large",5,6,FALSE,4,1,0.6,-31.4069912039321
5,"g4-lg","4",4,"4","8","2","large",5,12,FALSE,2,2,1.2,4.40433250185521
5,"g4-sg","0",4,"4","8","2","small",5,12,FALSE,0,1,0.4,-99.2763284018497
5,"g4-sg","1",4,"4","8","2","small",5,6,FALSE,0,1,1,-19.3867479068568
5,"g4-sg","4",4,"4","8","2","small",5,10,FALSE,0,2,1.2,7.5792456698401
6,"g1-l1-c3","0",1,"1","1","1","large",5,2,FALSE,0,1,0.2,2.27827141517148
6,"g1-l1-c3","1",1,"1","1","1","large",5,4,FALSE,0,1,1,5.65152650650379
6,"g1-l1-c3","2",1,"1","1","1","large",5,6,FALSE,0,1,0.6,8.91383298565302
6,"g1-lg","0",1,"1","2","0","large",5,2,FALSE,0,1,0.4,-6.88271715489399
